STATE,TIME_START,TIME_END,IS_CLOSED,COMPONENT_NAME
HV trip,15-JUL-17 07.04.30.116000000 AM,15-JUL-17 07.14.33.527000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,15-JUL-17 07.18.23.160000000 AM,15-JUL-17 07.28.26.493000000 AM,1,ME+4/2/03/6/HVSegment5
HV trip,15-JUL-17 07.19.18.861000000 AM,15-JUL-17 07.29.23.445000000 AM,1,ME-4/2/12/1/HVSegment5
HV trip,15-JUL-17 07.42.18.542000000 AM,15-JUL-17 07.52.21.829000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,15-JUL-17 08.00.57.582000000 AM,15-JUL-17 08.11.00.908000000 AM,1,ME-3/2/36/2/HVSegment1
HV trip,15-JUL-17 08.23.52.883000000 AM,15-JUL-17 08.33.56.242000000 AM,1,ME-2/2/21/4/HVSegment2
HV trip,15-JUL-17 08.39.01.738000000 AM,15-JUL-17 08.49.05.032000000 AM,1,ME+4/2/03/6/HVSegment5
HV trip,15-JUL-17 08.46.32.831000000 AM,15-JUL-17 08.56.36.340000000 AM,1,ME+3/2/30/2/HVSegment1
HV trip,15-JUL-17 09.47.15.034000000 AM,15-JUL-17 09.57.18.414000000 AM,1,ME-3/2/21/3/HVSegment5
HV trip,15-JUL-17 09.47.18.511000000 AM,15-JUL-17 09.57.21.941000000 AM,1,ME+2/1/07/3/HVSegment1
HV trip,15-JUL-17 10.26.32.193000000 AM,15-JUL-17 10.36.35.583000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,15-JUL-17 10.37.48.502000000 AM,15-JUL-17 10.47.52.000000000 AM,1,ME+1/3/15/4/HVSegment1
HV trip,15-JUL-17 11.01.50.230000000 AM,15-JUL-17 11.11.53.930000000 AM,1,ME-3/2/21/5/HVSegment5
HV trip,15-JUL-17 11.13.49.116000000 AM,15-JUL-17 11.23.53.127000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,15-JUL-17 12.13.18.688000000 PM,15-JUL-17 12.23.22.225000000 PM,1,ME-3/2/15/1/HVSegment1
HV trip,15-JUL-17 12.19.48.619000000 PM,15-JUL-17 12.29.52.054000000 PM,1,ME-3/2/15/3/HVSegment1
HV trip,15-JUL-17 12.27.00.147000000 PM,15-JUL-17 12.37.03.471000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,15-JUL-17 04.25.07.064000000 PM,15-JUL-17 04.35.10.431000000 PM,1,ME-4/2/35/5/HVSegment1
HV trip,15-JUL-17 05.05.18.457000000 PM,15-JUL-17 05.15.21.944000000 PM,1,ME-4/2/09/2/HVSegment1
HV trip,15-JUL-17 05.15.34.920000000 PM,15-JUL-17 05.25.38.345000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,15-JUL-17 05.22.48.539000000 PM,15-JUL-17 05.32.51.889000000 PM,1,ME-4/2/12/1/HVSegment5
HV trip,15-JUL-17 05.28.28.169000000 PM,15-JUL-17 05.38.31.545000000 PM,1,ME+3/2/12/3/HVSegment5
HV trip,15-JUL-17 05.42.48.550000000 PM,15-JUL-17 05.52.52.029000000 PM,1,ME+4/2/24/6/HVSegment5
HV trip,15-JUL-17 06.02.09.843000000 PM,15-JUL-17 06.12.18.437000000 PM,1,ME-1/3/11/5/HVSegment3
HV trip,16-JUL-17 04.01.56.492000000 AM,16-JUL-17 04.11.59.907000000 AM,1,ME-3/2/15/1/HVSegment1
HV trip,16-JUL-17 04.14.19.801000000 AM,16-JUL-17 04.24.24.709000000 AM,1,ME-3/2/15/4/HVSegment1
HV trip,16-JUL-17 04.25.48.534000000 AM,16-JUL-17 04.35.52.073000000 AM,1,ME+4/2/33/6/HVSegment1
HV trip,16-JUL-17 04.37.18.668000000 AM,16-JUL-17 04.47.22.372000000 AM,1,ME+3/2/03/4/HVSegment1
HV trip,16-JUL-17 04.44.18.718000000 AM,16-JUL-17 04.54.22.040000000 AM,1,ME-4/2/30/1/HVSegment5
HV trip,16-JUL-17 04.48.07.701000000 AM,16-JUL-17 04.58.14.338000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,16-JUL-17 04.49.48.740000000 AM,16-JUL-17 04.59.52.179000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,16-JUL-17 04.56.39.998000000 AM,16-JUL-17 05.06.48.685000000 AM,1,ME+4/2/03/6/HVSegment5
HV trip,16-JUL-17 05.01.40.085000000 AM,16-JUL-17 05.11.44.826000000 AM,1,ME-3/2/13/2/HVSegment1
HV trip,16-JUL-17 05.08.48.562000000 AM,16-JUL-17 05.18.53.242000000 AM,1,ME+4/2/09/6/HVSegment5
HV trip,16-JUL-17 05.08.52.027000000 AM,16-JUL-17 05.18.55.338000000 AM,1,ME+4/2/24/4/HVSegment1
HV trip,16-JUL-17 05.11.22.909000000 AM,16-JUL-17 05.21.27.661000000 AM,1,ME+4/2/18/6/HVSegment5
HV trip,16-JUL-17 05.22.48.440000000 AM,16-JUL-17 05.32.52.105000000 AM,1,ME-2/2/21/4/HVSegment1
HV trip,16-JUL-17 05.26.48.519000000 AM,16-JUL-17 05.36.52.057000000 AM,1,ME+3/2/15/3/HVSegment5
HV trip,16-JUL-17 05.33.27.592000000 AM,16-JUL-17 05.43.30.924000000 AM,1,ME-4/2/09/2/HVSegment1
HV trip,16-JUL-17 06.02.19.004000000 AM,16-JUL-17 06.12.22.498000000 AM,1,ME-1/3/20/1/HVSegment2
HV trip,16-JUL-17 06.10.18.824000000 AM,16-JUL-17 06.20.22.545000000 AM,1,ME-3/2/15/4/HVSegment1
HV trip,16-JUL-17 06.13.57.476000000 AM,16-JUL-17 06.24.00.890000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,16-JUL-17 06.17.18.859000000 AM,16-JUL-17 06.27.22.350000000 AM,1,ME+1/3/16/3/HVSegment3
HV trip,16-JUL-17 06.39.02.684000000 AM,16-JUL-17 06.49.05.937000000 AM,1,ME+1/3/16/3/HVSegment3
HV trip,16-JUL-17 02.22.30.678000000 PM,16-JUL-17 02.32.34.106000000 PM,1,ME+4/2/03/6/HVSegment5
HV trip,16-JUL-17 02.56.48.516000000 PM,16-JUL-17 03.06.52.028000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,16-JUL-17 02.57.49.389000000 PM,16-JUL-17 03.07.52.975000000 PM,1,ME+4/2/03/6/HVSegment5
HV trip,16-JUL-17 03.13.48.727000000 PM,16-JUL-17 03.23.52.645000000 PM,1,ME+4/2/33/6/HVSegment1
HV trip,16-JUL-17 03.31.00.443000000 PM,16-JUL-17 03.41.03.837000000 PM,1,ME-4/2/30/1/HVSegment5
HV trip,16-JUL-17 03.37.39.903000000 PM,16-JUL-17 03.47.48.746000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,16-JUL-17 03.40.32.384000000 PM,16-JUL-17 03.50.35.727000000 PM,1,ME-3/2/13/2/HVSegment1
HV trip,16-JUL-17 03.43.32.223000000 PM,16-JUL-17 03.53.35.590000000 PM,1,ME-3/2/15/4/HVSegment1
HV trip,16-JUL-17 03.53.31.624000000 PM,16-JUL-17 04.03.34.952000000 PM,1,ME+4/2/09/5/HVSegment5
HV trip,16-JUL-17 04.02.27.571000000 PM,16-JUL-17 04.12.30.867000000 PM,1,ME-4/2/12/1/HVSegment5
HV trip,16-JUL-17 04.13.36.633000000 PM,16-JUL-17 04.23.40.024000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,16-JUL-17 04.22.31.701000000 PM,16-JUL-17 04.32.35.631000000 PM,1,ME-2/1/17/5/HVSegment1
HV trip,16-JUL-17 04.29.39.775000000 PM,16-JUL-17 04.39.48.996000000 PM,1,ME+1/3/15/4/HVSegment1
HV trip,16-JUL-17 04.41.44.903000000 PM,16-JUL-17 04.51.48.536000000 PM,1,ME+4/2/33/6/HVSegment1
HV trip,16-JUL-17 04.45.37.061000000 PM,16-JUL-17 04.55.40.378000000 PM,1,ME-3/2/15/1/HVSegment1
HV trip,16-JUL-17 05.09.50.067000000 PM,16-JUL-17 05.19.53.482000000 PM,1,ME+2/2/12/6/HVSegment1
HV trip,16-JUL-17 05.16.48.637000000 PM,16-JUL-17 05.26.52.181000000 PM,1,ME-1/3/24/6/HVSegment3
HV trip,16-JUL-17 05.20.31.380000000 PM,16-JUL-17 05.30.34.716000000 PM,1,ME+1/3/16/5/HVSegment3
HV trip,16-JUL-17 05.27.57.044000000 PM,16-JUL-17 05.38.00.417000000 PM,1,ME-1/3/04/5/HVSegment1
HV trip,16-JUL-17 05.48.48.580000000 PM,16-JUL-17 05.58.52.036000000 PM,1,ME+4/2/03/1/HVSegment3
HV trip,16-JUL-17 05.49.02.219000000 PM,16-JUL-17 05.59.05.676000000 PM,1,ME-1/3/01/6/HVSegment3
HV trip,16-JUL-17 05.55.03.557000000 PM,16-JUL-17 06.05.06.820000000 PM,1,ME-2/2/21/4/HVSegment1
HV trip,16-JUL-17 05.56.29.634000000 PM,16-JUL-17 06.06.35.230000000 PM,1,ME+4/2/24/4/HVSegment1
HV trip,16-JUL-17 06.00.36.282000000 PM,16-JUL-17 06.10.39.648000000 PM,1,ME-1/3/04/5/HVSegment3
HV trip,16-JUL-17 06.01.52.585000000 PM,16-JUL-17 06.11.56.049000000 PM,1,ME+4/2/18/6/HVSegment5
HV trip,16-JUL-17 06.09.18.519000000 PM,16-JUL-17 06.19.21.981000000 PM,1,ME+3/2/30/2/HVSegment5
HV trip,16-JUL-17 06.13.18.477000000 PM,16-JUL-17 06.23.24.345000000 PM,1,ME+4/2/03/6/HVSegment5
HV trip,16-JUL-17 06.47.36.117000000 PM,16-JUL-17 06.57.39.392000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,16-JUL-17 06.54.18.458000000 PM,16-JUL-17 07.04.24.153000000 PM,1,ME-4/2/30/1/HVSegment5
HV trip,16-JUL-17 07.02.49.281000000 PM,16-JUL-17 07.12.52.591000000 PM,1,ME-1/3/10/4/HVSegment3
HV trip,16-JUL-17 07.03.08.935000000 PM,16-JUL-17 07.13.18.265000000 PM,1,ME-3/2/21/3/HVSegment5
HV trip,16-JUL-17 07.09.31.003000000 PM,16-JUL-17 07.19.34.373000000 PM,1,ME-1/3/13/2/HVSegment3
HV trip,16-JUL-17 07.13.31.328000000 PM,16-JUL-17 07.23.34.713000000 PM,1,ME-1/3/24/6/HVSegment3
HV trip,16-JUL-17 07.21.49.787000000 PM,16-JUL-17 07.31.53.137000000 PM,1,ME+4/2/30/6/HVSegment5
HV trip,16-JUL-17 07.27.34.912000000 PM,16-JUL-17 07.37.38.281000000 PM,1,ME-3/2/15/1/HVSegment1
HV trip,16-JUL-17 07.34.14.958000000 PM,16-JUL-17 07.44.18.505000000 PM,1,ME+4/2/24/4/HVSegment1
HV trip,16-JUL-17 07.40.48.517000000 PM,16-JUL-17 07.50.51.831000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,16-JUL-17 07.53.26.362000000 PM,16-JUL-17 08.03.29.741000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,16-JUL-17 07.57.51.493000000 PM,16-JUL-17 08.07.54.865000000 PM,1,ME-3/2/15/4/HVSegment1
HV trip,16-JUL-17 08.08.04.294000000 PM,16-JUL-17 08.18.07.852000000 PM,1,ME-1/3/13/4/HVSegment3
HV trip,17-JUL-17 12.00.18.558000000 PM,17-JUL-17 12.10.22.077000000 PM,1,ME-1/3/20/1/HVSegment3
HV trip,18-JUL-17 06.50.51.048000000 AM,18-JUL-17 07.00.54.619000000 AM,1,ME-2/1/17/5/HVSegment1
HV trip,18-JUL-17 07.02.42.684000000 AM,18-JUL-17 07.12.48.504000000 AM,1,ME+3/1/02/1/HVSegment1
HV trip,18-JUL-17 07.13.03.859000000 AM,18-JUL-17 07.23.07.263000000 AM,1,ME+4/2/03/6/HVSegment1
HV trip,18-JUL-17 07.39.44.339000000 AM,18-JUL-17 07.49.48.816000000 AM,1,ME-3/2/15/4/HVSegment1
HV trip,18-JUL-17 07.44.40.154000000 AM,18-JUL-17 07.54.46.369000000 AM,1,ME+4/2/09/5/HVSegment5
HV trip,18-JUL-17 07.53.02.059000000 AM,18-JUL-17 08.03.05.467000000 AM,1,ME+4/2/18/6/HVSegment5
HV trip,18-JUL-17 08.01.18.884000000 AM,18-JUL-17 08.11.22.255000000 AM,1,ME-4/2/09/2/HVSegment1
HV trip,18-JUL-17 08.01.26.429000000 AM,18-JUL-17 08.11.29.766000000 AM,1,ME-2/1/17/5/HVSegment1
HV trip,18-JUL-17 08.09.18.509000000 AM,18-JUL-17 08.19.22.015000000 AM,1,ME+4/2/24/6/HVSegment1
HV trip,18-JUL-17 08.11.39.458000000 AM,18-JUL-17 08.21.45.058000000 AM,1,ME-4/2/10/5/HVSegment4
HV trip,18-JUL-17 08.21.44.954000000 AM,18-JUL-17 08.31.48.543000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 08.26.09.553000000 AM,18-JUL-17 08.36.18.346000000 AM,1,ME+4/2/03/6/HVSegment5
HV trip,18-JUL-17 08.27.52.578000000 AM,18-JUL-17 08.37.55.938000000 AM,1,ME-3/2/15/4/HVSegment1
HV trip,18-JUL-17 08.38.32.668000000 AM,18-JUL-17 08.48.36.019000000 AM,1,ME+1/3/15/4/HVSegment1
HV trip,18-JUL-17 08.40.56.897000000 AM,18-JUL-17 08.51.00.203000000 AM,1,ME-3/2/15/1/HVSegment1
HV trip,18-JUL-17 08.45.44.829000000 AM,18-JUL-17 08.55.50.889000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,18-JUL-17 09.12.32.764000000 AM,18-JUL-17 09.22.36.102000000 AM,1,ME-4/2/24/1/HVSegment1
HV trip,18-JUL-17 09.12.52.889000000 AM,18-JUL-17 09.22.56.263000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 09.17.23.861000000 AM,18-JUL-17 09.27.27.242000000 AM,1,ME-3/2/15/1/HVSegment1
HV trip,18-JUL-17 09.38.36.169000000 AM,18-JUL-17 09.48.39.533000000 AM,1,ME+4/2/03/6/HVSegment5
HV trip,18-JUL-17 09.44.20.021000000 AM,18-JUL-17 09.54.23.524000000 AM,1,ME+1/3/11/2/HVSegment3
HV trip,18-JUL-17 09.48.51.799000000 AM,18-JUL-17 09.58.55.190000000 AM,1,ME-3/2/15/1/HVSegment1
HV trip,18-JUL-17 09.57.40.353000000 AM,18-JUL-17 10.07.48.368000000 AM,1,ME+4/2/33/6/HVSegment5
HV trip,18-JUL-17 10.01.34.154000000 AM,18-JUL-17 10.11.37.542000000 AM,1,ME-4/2/30/1/HVSegment5
HV trip,18-JUL-17 10.03.48.777000000 AM,18-JUL-17 10.13.52.319000000 AM,1,ME-3/2/15/4/HVSegment1
HV trip,18-JUL-17 10.05.19.045000000 AM,18-JUL-17 10.15.22.682000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 10.10.23.257000000 AM,18-JUL-17 10.20.26.618000000 AM,1,ME+4/2/36/6/HVSegment1
HV trip,18-JUL-17 10.14.18.458000000 AM,18-JUL-17 10.24.22.057000000 AM,1,ME+3/2/16/6/HVSegment3
HV trip,18-JUL-17 10.16.18.509000000 AM,18-JUL-17 10.26.21.782000000 AM,1,ME-3/2/13/2/HVSegment1
HV trip,18-JUL-17 10.20.49.321000000 AM,18-JUL-17 10.30.52.653000000 AM,1,ME-2/2/26/4/HVSegment2
HV trip,18-JUL-17 10.22.56.565000000 AM,18-JUL-17 10.32.59.901000000 AM,1,ME+4/2/03/6/HVSegment1
HV trip,18-JUL-17 10.25.48.330000000 AM,18-JUL-17 10.35.51.804000000 AM,1,ME+4/2/24/6/HVSegment5
HV trip,18-JUL-17 10.27.47.311000000 AM,18-JUL-17 10.37.50.845000000 AM,1,ME+3/2/06/4/HVSegment1
HV trip,18-JUL-17 10.41.34.370000000 AM,18-JUL-17 10.51.37.771000000 AM,1,ME-4/2/18/1/HVSegment5
HV trip,18-JUL-17 10.53.02.774000000 AM,18-JUL-17 11.03.06.120000000 AM,1,ME+4/2/03/6/HVSegment5
HV trip,18-JUL-17 11.01.28.811000000 AM,18-JUL-17 11.11.32.139000000 AM,1,ME-2/2/21/4/HVSegment2
HV trip,18-JUL-17 11.02.38.661000000 AM,18-JUL-17 11.12.48.639000000 AM,1,ME-3/2/15/3/HVSegment5
HV trip,18-JUL-17 11.04.59.550000000 AM,18-JUL-17 11.15.03.057000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 11.06.30.016000000 AM,18-JUL-17 11.16.33.435000000 AM,1,ME-4/2/09/2/HVSegment1
HV trip,18-JUL-17 11.13.51.650000000 AM,18-JUL-17 11.23.54.986000000 AM,1,ME-3/2/15/1/HVSegment1
HV trip,18-JUL-17 06.19.38.304000000 PM,18-JUL-17 06.29.44.955000000 PM,1,ME-3/2/15/4/HVSegment1
HV trip,18-JUL-17 06.32.48.614000000 PM,18-JUL-17 06.42.51.919000000 PM,1,ME+4/2/03/6/HVSegment5
HV trip,18-JUL-17 06.33.01.574000000 PM,18-JUL-17 06.43.04.913000000 PM,1,ME-1/3/11/5/HVSegment3
HV trip,18-JUL-17 06.37.04.689000000 PM,18-JUL-17 06.47.08.038000000 PM,1,ME+4/2/06/4/HVSegment5
HV trip,18-JUL-17 06.46.04.586000000 PM,18-JUL-17 06.56.08.028000000 PM,1,ME-4/2/18/1/HVSegment5
HV trip,18-JUL-17 06.47.34.843000000 PM,18-JUL-17 06.57.38.212000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 06.47.57.719000000 PM,18-JUL-17 06.58.01.112000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,18-JUL-17 06.51.08.435000000 PM,18-JUL-17 07.01.18.640000000 PM,1,ME+4/2/03/1/HVSegment3
HV trip,18-JUL-17 06.53.19.187000000 PM,18-JUL-17 07.03.22.542000000 PM,1,ME+4/2/03/6/HVSegment5
HV trip,18-JUL-17 07.03.18.953000000 PM,18-JUL-17 07.13.22.323000000 PM,1,ME-1/3/20/1/HVSegment2
HV trip,18-JUL-17 07.06.51.669000000 PM,18-JUL-17 07.16.54.987000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,18-JUL-17 07.13.48.554000000 PM,18-JUL-17 07.23.51.879000000 PM,1,ME+3/2/03/4/HVSegment1
HV trip,18-JUL-17 07.21.26.009000000 PM,18-JUL-17 07.31.29.346000000 PM,1,ME+4/2/03/6/HVSegment5
HV trip,18-JUL-17 07.26.18.549000000 PM,18-JUL-17 07.36.22.014000000 PM,1,ME-1/3/20/1/HVSegment3
HV trip,18-JUL-17 07.27.48.638000000 PM,18-JUL-17 07.37.51.866000000 PM,1,ME+3/2/30/2/HVSegment1
HV trip,18-JUL-17 07.28.34.631000000 PM,18-JUL-17 07.38.38.181000000 PM,1,ME-3/2/15/2/HVSegment1
HV trip,18-JUL-17 07.30.56.951000000 PM,18-JUL-17 07.31.29.383000000 PM,1,ME+4/2/33/6/HVSegment5
HV trip,18-JUL-17 07.31.48.637000000 PM,18-JUL-17 07.41.51.993000000 PM,1,ME+4/2/03/3/HVSegment1
HV trip,18-JUL-17 07.36.20.170000000 PM,18-JUL-17 07.46.23.453000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 07.44.40.501000000 PM,18-JUL-17 07.54.48.817000000 PM,1,ME+4/2/24/6/HVSegment1
HV trip,18-JUL-17 07.45.08.022000000 PM,18-JUL-17 07.55.15.226000000 PM,1,ME-3/2/15/1/HVSegment1
HV trip,18-JUL-17 07.52.20.161000000 PM,18-JUL-17 08.02.27.063000000 PM,1,ME-1/3/11/5/HVSegment3
HV trip,18-JUL-17 07.54.30.487000000 PM,18-JUL-17 08.04.33.863000000 PM,1,ME-4/2/15/1/HVSegment5
HV trip,18-JUL-17 07.58.01.172000000 PM,18-JUL-17 08.08.04.459000000 PM,1,ME-2/2/26/4/HVSegment5
HV trip,18-JUL-17 08.03.53.290000000 PM,18-JUL-17 08.13.56.621000000 PM,1,ME-4/2/12/1/HVSegment5
HV trip,18-JUL-17 08.07.33.337000000 PM,18-JUL-17 08.17.36.719000000 PM,1,ME-2/2/20/5/HVSegment1
HV trip,18-JUL-17 08.08.23.567000000 PM,18-JUL-17 08.18.27.748000000 PM,1,ME-1/3/24/6/HVSegment3
HV trip,18-JUL-17 08.14.48.669000000 PM,18-JUL-17 08.24.52.207000000 PM,1,ME-3/2/24/2/HVSegment1
HV trip,18-JUL-17 08.17.07.288000000 PM,18-JUL-17 08.27.10.554000000 PM,1,ME+3/2/03/4/HVSegment1
HV trip,18-JUL-17 08.17.48.671000000 PM,18-JUL-17 08.27.51.966000000 PM,1,ME+4/2/24/4/HVSegment1
HV trip,18-JUL-17 08.22.29.416000000 PM,18-JUL-17 08.32.32.767000000 PM,1,ME+1/3/08/4/HVSegment3
HV trip,18-JUL-17 08.34.01.232000000 PM,18-JUL-17 08.44.04.952000000 PM,1,ME+1/3/15/4/HVSegment1
HV trip,18-JUL-17 08.46.24.694000000 PM,18-JUL-17 08.56.28.655000000 PM,1,ME+4/2/24/4/HVSegment1
HV trip,18-JUL-17 08.50.05.545000000 PM,18-JUL-17 09.00.08.939000000 PM,1,ME+3/2/06/4/HVSegment1
HV trip,18-JUL-17 08.56.56.664000000 PM,18-JUL-17 09.06.59.957000000 PM,1,ME+3/2/15/3/HVSegment5
HV trip,18-JUL-17 08.58.35.553000000 PM,18-JUL-17 09.08.38.836000000 PM,1,ME-4/2/24/1/HVSegment5
HV trip,18-JUL-17 08.59.05.799000000 PM,18-JUL-17 09.09.09.171000000 PM,1,ME-4/2/30/1/HVSegment5
HV trip,18-JUL-17 09.02.18.577000000 PM,18-JUL-17 09.12.22.042000000 PM,1,ME+3/2/15/1/HVSegment1
HV trip,18-JUL-17 09.03.58.848000000 PM,18-JUL-17 09.14.02.173000000 PM,1,ME+2/2/07/1/HVSegment1
HV trip,18-JUL-17 09.06.27.772000000 PM,18-JUL-17 09.16.29.753000000 PM,1,ME-3/2/26/3/HVSegment5
HV trip,18-JUL-17 09.12.18.852000000 PM,18-JUL-17 09.22.22.141000000 PM,1,ME-1/3/04/3/HVSegment1
HV trip,18-JUL-17 09.14.30.959000000 PM,18-JUL-17 09.24.34.288000000 PM,1,ME+1/3/11/2/HVSegment3
HV trip,18-JUL-17 09.16.29.663000000 PM,18-JUL-17 09.26.33.234000000 PM,1,ME-3/2/13/2/HVSegment1
HV trip,18-JUL-17 09.21.15.015000000 PM,18-JUL-17 09.31.18.608000000 PM,1,ME+4/2/18/6/HVSegment5
HV trip,18-JUL-17 09.26.02.153000000 PM,18-JUL-17 09.36.05.537000000 PM,1,ME-1/3/15/1/HVSegment3
HV trip,18-JUL-17 09.35.18.623000000 PM,18-JUL-17 09.45.22.207000000 PM,1,ME-1/3/11/5/HVSegment3
HV trip,18-JUL-17 09.39.55.013000000 PM,18-JUL-17 09.49.58.427000000 PM,1,ME-1/3/15/5/HVSegment1
HV trip,18-JUL-17 09.52.08.213000000 PM,18-JUL-17 10.02.15.122000000 PM,1,ME-3/2/13/2/HVSegment1
HV trip,18-JUL-17 09.59.50.873000000 PM,18-JUL-17 10.09.54.268000000 PM,1,ME+4/2/09/5/HVSegment5
HV trip,18-JUL-17 10.12.19.374000000 PM,18-JUL-17 10.22.22.732000000 PM,1,ME-1/3/20/1/HVSegment3
HV trip,18-JUL-17 10.13.23.345000000 PM,18-JUL-17 10.23.27.005000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 10.16.24.176000000 PM,18-JUL-17 10.26.27.409000000 PM,1,ME-3/2/21/3/HVSegment5
HV trip,18-JUL-17 10.26.18.853000000 PM,18-JUL-17 10.36.23.797000000 PM,1,ME-3/2/15/1/HVSegment1
HV trip,18-JUL-17 10.46.30.657000000 PM,18-JUL-17 10.56.34.083000000 PM,1,ME-4/2/30/1/HVSegment5
HV trip,18-JUL-17 10.55.18.589000000 PM,18-JUL-17 11.05.22.212000000 PM,1,ME-1/3/20/1/HVSegment2
HV trip,18-JUL-17 10.59.47.141000000 PM,18-JUL-17 11.09.50.636000000 PM,1,ME-3/2/21/5/HVSegment5
HV trip,18-JUL-17 11.15.19.050000000 PM,18-JUL-17 11.25.26.071000000 PM,1,ME-4/2/15/1/HVSegment1
HV trip,18-JUL-17 11.22.45.069000000 PM,18-JUL-17 11.32.48.551000000 PM,1,ME-2/2/21/4/HVSegment1
HV trip,18-JUL-17 11.24.29.980000000 PM,18-JUL-17 11.34.33.342000000 PM,1,ME+1/3/15/2/HVSegment1
HV trip,18-JUL-17 11.25.00.942000000 PM,18-JUL-17 11.35.07.966000000 PM,1,ME+1/3/11/2/HVSegment3
HV trip,18-JUL-17 11.26.14.451000000 PM,18-JUL-17 11.36.18.596000000 PM,1,ME+3/2/15/1/HVSegment1
HV trip,18-JUL-17 11.51.48.767000000 PM,19-JUL-17 12.01.52.008000000 AM,1,ME-1/3/11/5/HVSegment3
HV trip,19-JUL-17 12.06.29.861000000 AM,19-JUL-17 12.16.33.291000000 AM,1,ME+3/2/06/4/HVSegment1
HV trip,19-JUL-17 12.19.52.721000000 AM,19-JUL-17 12.29.56.474000000 AM,1,ME-1/3/16/2/HVSegment3
HV trip,19-JUL-17 01.12.34.806000000 AM,19-JUL-17 01.22.38.239000000 AM,1,ME+2/2/07/1/HVSegment1
HV trip,19-JUL-17 01.15.35.623000000 AM,19-JUL-17 01.25.38.976000000 AM,1,ME-3/2/13/2/HVSegment1
HV trip,19-JUL-17 01.26.38.087000000 AM,19-JUL-17 01.36.41.401000000 AM,1,ME-1/3/02/5/HVSegment1
HV trip,19-JUL-17 01.51.18.706000000 AM,19-JUL-17 02.01.22.232000000 AM,1,ME-1/3/15/5/HVSegment1
HV trip,19-JUL-17 04.45.33.384000000 AM,19-JUL-17 04.55.36.800000000 AM,1,ME-2/2/26/6/HVSegment2
HV trip,19-JUL-17 04.57.58.418000000 AM,19-JUL-17 05.08.01.967000000 AM,1,ME-4/2/15/1/HVSegment1
HV trip,19-JUL-17 05.00.06.574000000 AM,19-JUL-17 05.10.09.931000000 AM,1,ME-2/2/21/4/HVSegment2
HV trip,19-JUL-17 05.01.37.456000000 AM,19-JUL-17 05.11.44.257000000 AM,1,ME-2/2/26/6/HVSegment2
HV trip,19-JUL-17 05.01.48.594000000 AM,19-JUL-17 05.11.51.938000000 AM,1,ME-1/2/03/5/HVSegment3
HV trip,19-JUL-17 05.05.56.721000000 AM,19-JUL-17 05.16.00.070000000 AM,1,ME+4/2/24/2/HVSegment1
HV trip,19-JUL-17 05.17.44.287000000 AM,19-JUL-17 05.18.18.910000000 AM,1,ME-2/2/26/6/HVSegment2
HV trip,19-JUL-17 05.23.51.153000000 AM,19-JUL-17 05.33.54.488000000 AM,1,ME+1/3/15/4/HVSegment1
HV trip,19-JUL-17 05.25.00.855000000 AM,19-JUL-17 05.35.04.115000000 AM,1,ME+3/2/03/4/HVSegment1
HV trip,19-JUL-17 05.25.53.052000000 AM,19-JUL-17 05.35.57.385000000 AM,1,ME-1/3/13/4/HVSegment3
HV trip,19-JUL-17 05.34.53.025000000 AM,19-JUL-17 05.44.56.380000000 AM,1,ME+2/1/11/3/HVSegment3
HV trip,19-JUL-17 05.35.18.456000000 AM,19-JUL-17 05.45.22.080000000 AM,1,ME-3/2/15/1/HVSegment1
HV trip,19-JUL-17 05.43.07.368000000 AM,19-JUL-17 05.53.14.196000000 AM,1,ME-1/3/16/4/HVSegment3
HV trip,19-JUL-17 05.56.00.219000000 AM,19-JUL-17 06.06.03.532000000 AM,1,ME-4/2/12/1/HVSegment5
HV trip,19-JUL-17 06.13.54.140000000 AM,19-JUL-17 06.23.57.469000000 AM,1,ME-1/3/10/6/HVSegment3
