CONDITION_ID,STATE,TIME_START,TIME_END,IS_CLOSED,COMPONENT_NAME,REC_DESCRIPTION,FCT_VOLTAGE_SETTING
6088055695,HV weak channel,05-FEB-15 06.13.01.651000000 PM,13-MAY-15 05.39.49.419000000 PM,1,ME+1/1/02/4,HV channel has a lower than nominal voltage setting (2900 V),0
6088055695,HV weak channel,05-FEB-15 06.13.01.651000000 PM,13-MAY-15 05.39.49.419000000 PM,1,ME+1/1/02/4,HV channel has a lower than nominal voltage setting (2900 V),2900
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),0
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),0
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),0
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),0
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),0
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),0
6088055820,HV weak channel,05-FEB-15 06.13.01.926000000 PM,13-MAY-15 05.39.49.253000000 PM,1,ME+1/1/02/5,HV channel has a lower than nominal voltage setting (2900 V),2900
6088055824,HV weak channel,05-FEB-15 06.13.02.174000000 PM,13-MAY-15 05.39.49.090000000 PM,1,ME+1/1/02/6,HV channel has a lower than nominal voltage setting (2900 V),0
6088055824,HV weak channel,05-FEB-15 06.13.02.174000000 PM,13-MAY-15 05.39.49.090000000 PM,1,ME+1/1/02/6,HV channel has a lower than nominal voltage setting (2900 V),0
6088055824,HV weak channel,05-FEB-15 06.13.02.174000000 PM,13-MAY-15 05.39.49.090000000 PM,1,ME+1/1/02/6,HV channel has a lower than nominal voltage setting (2900 V),0
6088055824,HV weak channel,05-FEB-15 06.13.02.174000000 PM,13-MAY-15 05.39.49.090000000 PM,1,ME+1/1/02/6,HV channel has a lower than nominal voltage setting (2900 V),0
6088055824,HV weak channel,05-FEB-15 06.13.02.174000000 PM,13-MAY-15 05.39.49.090000000 PM,1,ME+1/1/02/6,HV channel has a lower than nominal voltage setting (2900 V),0
